zam-ocakta-baslarsa|Ocak zammı yıllık net geliri nasıl değiştirir?|raise|80000,20,0|Ocak zammı on iki ayı etkiler; brüt artış yüzdesi net artış yüzdesiyle aynı olmayabilir.|Daha yüksek brüt matrahı hızlandırabilir. İlk ay farkını çarpmak yerine iki tam bordro dizisini karşılaştırın.|Zamlı ve zamsız yıllık neti birlikte isteyin.
zam-temmuzda-baslarsa|Temmuz zammı yıllık kazancı nasıl değiştirir?|raise|100000,25,6|Temmuz zammı yalnız son altı ayın ücretini değiştirir. Aylık brüt farkı on ikiyle çarpmayın.|İlk yarı iki senaryoda aynıdır. İkinci yarıda geçmiş matrah devam eder; sıfır matrahlı yeni yıl hesabı aynı şey değildir.|Temmuz–Aralık farklarıyla yıllık toplamı birlikte okuyun.
eylul-zammi-yil-sonu|Eylül zammının yıl sonuna kadarki değeri nedir?|raise|90000,30,8|Eylül başlangıcı dört zamlı ay bırakır. Tam yıllık artış ile bu yıl tahsil edilecek farkı ayırın.|Teklifteki yıllıklaştırılmış paket bu yılın kazancından yüksek olabilir. Başlangıç tarihi temel girdidir.|Başlangıç ayı dahil zamlı bordro sayısını doğrulayın.
yuzde-zam-net-artis|Yüzde 20 brüt zam neden yüzde 20 net değildir?|raise|120000,20,0|Brütteki artışın nete aynı yüzdeyle yansıması gerekmez. Kesintiler ve istisnalar birlikte hesaplanmalıdır.|Aynı zam oranı farklı ücret düzeylerinde farklı net üretir. Başkasının bordro oranını kendi ücretinize taşımayın.|Zam oranından sonra yıllık net farkı kontrol edin.
terfi-zammi-yil-ortasi|Yıl ortası terfi zammı nasıl değerlendirilir?|raise|110000,35,5|Terfi ücretini yürürlük tarihinden itibaren değerlendirin. Sorumluluğun başladığı tarih ücret tarihinden farklı olabilir.|Örnek Haziran değişimidir; terfi bonusu veya geçmiş farkı içermez. Tek seferlik ödeme ayrıca modellenir.|Unvan, görev ve ücret başlangıç tarihlerini eşleştirin.
zam-bir-ay-gecikirse|Zam bir ay gecikirse net kayıp nasıl ölçülür?|raise|100000,20,7|Gecikmeyi ölçmek için aynı zammı iki başlangıç ayıyla hesaplayın. Kayıp yalnız aylık brüt fark değildir.|Ağustos örneği Temmuz başlangıcıyla karşılaştırılabilir. Matrah nedeniyle net fark sabit yüzde olmayabilir.|Yalnız başlangıç ayını değiştirip diğer girdileri koruyun.
yil-sonu-zammi-tam-yil|Aralık zammı tam yıllık artış gibi okunur mu?|raise|95000,40,11|Aralık zammı bu yıl yalnız bir ödemeyi etkiler. Gelecek yıl için aynı tarifeyle kesin sonuç çıkarmayın.|Gelecek yılın parametreleri değişebilir. Bu hesap yalnız 2026 Aralık farkıdır, gelecek yıl bordro tahmini değildir.|Bu yılki farkı gelecek yılın ücret koşullarından ayırın.
zam-dilim-gecisini-one-ceker-mi|Zam vergi geçişini öne çeker mi?|raise|75000,30,2|Brüt artış matrahı hızlandırıp üst dilime daha erken geçiş yaratabilir. Hangi ay olduğu hesaplanmalıdır.|Üst dilim zammın tamamının kaybolması değildir. Aynı ayın zamlı ve zamsız net farkı önemlidir.|Oran etiketinden önce iki net arasındaki farkı okuyun.
zam-bordro-ilk-ay|İlk zamlı bordro bütün yılı temsil eder mi?|raise|160000,15,3|İlk zamlı bordro sonraki ayların net farkını garanti etmez. Yıllık matrah seyri dikkate alınmalıdır.|Nisan örneğinde ilk üç ay eski ücretle geçer. İlk zamlı ayın vergi konumu yıl sonundan farklı olabilir.|İlk ay yanında yıl sonuna kadar net projeksiyon isteyin.
zamdan-sonra-ek-gider|Zam sonrası yeni gider nasıl sınanır?|raise|85000,25,4|Yeni sabit gideri brüt zamma değil, aylık net farklarına göre değerlendirin. Ortalama altında kalan ayları da görün.|Örnek belirli gider önermez; gelir artış alanını gösterir. Bir defalık farkı sürekli gelir saymayın.|Yeni gideri her ayın net artışıyla karşılaştırın.
prim-ocak-vergi-takvimi|Ocak primi vergi takvimini nasıl değiştirir?|bonus|100000,50000,0|Yıl başı primi matrahı erken büyütür. Ödeme ayı net katkısını sonraki aylardaki farktan ayırın.|Ocak netinin yüksek olması primin sonraki bordroları etkilemediği anlamına gelmez. Çalışan koşulları iki senaryoda aynı kalmalıdır.|Ödeme ayı ve sonraki aylar katkısını ayrı gösterin.
mart-performans-primi|Mart performans primi nete nasıl yansır?|bonus|85000,40000,2|Mart priminin net katkısı aynı ayın primsiz neti çıkarılarak bulunur. Brütün tamamı ek net değildir.|Performans dönemi ile ödeme ayı farklıdır. Bu örnek yalnız Mart ödeme varsayımı kullanır; hak ediş yorumu yapmaz.|Prim ayını ve brüt tanımını bordroda doğrulayın.
nisan-prim-mayis-net|Nisan primi Mayıs netini nasıl etkiler?|bonus|100000,50000,3|Nisan primi sonraki ayın vergi dağılımını değiştirebilir. Etkiyi primsiz Mayıs bordrosuyla karşılaştırın.|Mayısın Nisandan düşük olması tek başına ek vergi değildir; Nisan prim içerir. Doğru karşılaştırma aynı ayın iki senaryosudur.|Mayısı prim verilmemiş Mayısla karşılaştırın.
yaz-primi-net-katki|Yaz primi tatil bütçesine ne kadar katkı sağlar?|bonus|90000,30000,5|Tatil bütçesine brüt primi değil, ödeme ayındaki ek neti yazın. Sonraki bordroları ayrıca izleyin.|Örnek Haziran ödemesidir. Harcama önceyse prim henüz tahsil edilmemiştir; açıklanan prim mevcut bakiye değildir.|Bütçeyi duyuru tarihine değil ödeme tarihine bağlayın.
eylul-prim-okul-butcesi|Eylül primiyle yıllık gider nasıl eşleştirilir?|bonus|120000,60000,8|Yıllık giderle primin ödeme ayındaki ek netini eşleştirin. Brüt prim tutarını doğrudan kullanmayın.|Prim koşulluysa gider kesin, gelir belirsiz olabilir. Hesap primin ödendiğini varsayar; gerçekleşme ihtimalini hesaplamaz.|Gider son tarihiyle prim ödeme tarihini karşılaştırın.
aralik-ikramiye-yillik-net|Aralık ikramiyesi yıllık nete nasıl eklenir?|bonus|150000,100000,11|Aralıkta aynı yıl içinde sonraki maaş ayı kalmaz. Yıllık fark ödeme ayı farkına eşittir; prim vergisiz değildir.|Örnek prim tavanı altında kalır. Daha büyük ödemelerde devir ve tavan koşulları ayrıca incelenmelidir.|Aralık primsiz netini primli netten çıkarın.
kucuk-prim-dilim-etkisi|Küçük prim vergi dilimini değiştirebilir mi?|bonus|75000,10000,2|Küçük prim, eşik yakınsa vergi dağılımını etkileyebilir. Sonuç yalnız prim büyüklüğüne bağlı değildir.|Vergi matrahı ile brüt farklıdır. Brüt primin tamamını matraha doğrudan eklemeden çalışan primlerini de düşünün.|Önceki matrah ve primli yeni matrahı birlikte inceleyin.
yuksek-prim-brut-net|Yüksek prim için tek kesinti oranı yeterli mi?|bonus|180000,100000,4|Yüksek primin netini tek yüzdeyle tahmin etmek ay içi dilim geçişini kaçırabilir. Bordro iki kez hesaplanmalıdır.|Toplam brüt tavan altında seçilmiştir. Daha yüksek prim başka kuralları devreye sokabilir; buradaki oran genellenemez.|Primsiz ve primli aynı ayı karşılaştırın.
satis-primi-temel-maas|Satış primi temel maaştan nasıl ayrılır?|bonus|70000,45000,6|Temel maaşı sabit tutup yalnız prim ayına ek ödeme girin. Temel brüte prim eklemek sonraki ayları yanlış yükseltebilir.|Örnek Temmuzda tek ödemedir; düzenli komisyon modeli değildir. Aylık komisyon varsa her aya ayrı giriş gerekir.|Sabit ücret, komisyon ve tek primi ayrı kaydedin.
basari-odulu-prim-butcesi|Nakit başarı ödülü bütçeye nasıl eklenir?|bonus|110000,25000,9|Ücret niteliğinde brüt ödülün bütçe katkısı hesaplanan ek nettir. Ödülün adı net tutarı belirlemez.|Örnek genel ek brüt bordrosudur. Özel istisnalı veya farklı hukuki nitelikteki ödüllere otomatik uygulanmaz.|Ödülün bordro sınıfını ve brüt/net tanımını öğrenin.
nisanda-is-teklifine-gecmek|Nisan iş teklifinin bu yılki kazancı nedir?|offer|90000,110000,3|Teklifi mevcut ücretin sürmesiyle aynı takvimde karşılaştırın. İlk üç ay iki senaryoda aynıdır.|Matrahın devam ettiği varsayılır. Gerçek işveren değişikliğinde uygulama doğrulanmalıdır; yıllık beyan hesabı yapılmaz.|Başlangıç ayını sabitleyip net farkı okuyun.
temmuz-teklif-ilk-alti-ay|Temmuz teklifinde geçmiş aylar neden önemlidir?|offer|100000,130000,6|Geçmiş matrah yeni dönemin netini etkileyebilir. Yeni ücreti Ocaktan başlamış gibi hesaplamak başka senaryodur.|İlk yarıda eski ücret korunur, sonra matrah devam eder. Sıfırlanan matrah varsayımı kullanılmaz.|Başlangıç alanını yanlışlıkla Ocak bırakmadığınızı kontrol edin.
eylul-is-teklifi-kalan-yil|Eylül teklifi kalan yıl için nasıl karşılaştırılır?|offer|120000,145000,8|Eylül teklifinin bu yılki farkı dört aylık yeni ücrete dayanır. Yıllıklaştırılmış paket aynı tutar değildir.|Teklif sunumu tam yıl değeri kullanabilir. Bu yıl tahsil edilecek nakit ile tam yıl değerini ayrı gösterin.|İki seçenek için aynı tarih aralığını kullanın.
daha-yuksek-brut-daha-iyi-teklif|Daha yüksek brüt teklif tek başına yeterli mi?|offer|150000,170000,0|Brüt artış net kazancı açıklamaz. Yıllık net farkın yanında yan haklar ve iş koşulları ayrı değerlendirilir.|On iki aylık iki brüt ücret karşılaştırılır. Daha yüksek gelir bütün iş koşullarının daha iyi olduğu sonucu değildir.|Net farktan sonra yol ve çalışma koşullarını ayrıca karşılaştırın.
maas-teklifi-kucuk-fark|Yakın iki maaş teklifi nasıl karşılaştırılır?|offer|100000,105000,6|Küçük brüt farkta yıllık net fark daha açıklayıcıdır. Yalnız yuvarlanmış maaş rakamlarını karşılaştırmayın.|Yol gideri veya kaybedilen hak küçük artışı dengeleyebilir. Tablo yalnız maaşı hesaplar, diğer kalemleri gizlice toplamaz.|Net farkı aynı dönem gider farkıyla karşılaştırın.
terfi-teklifi-baska-sirket|İç terfi ve dış teklif nasıl karşılaştırılır?|offer|130000,160000,4|İki seçeneği aynı ücret türü ve dönemde karşılaştırın. Brüt terfiyi dış teklifin ilk ay netiyle kıyaslamayın.|Mayısta yeni ücret örneği kullanılır. Matrah, bonus hak edişi ve şirket değişikliği koşulları ayrıca kontrol edilir.|İki yürürlük tarihini ve garanti ücret tanımını yazılı alın.
yil-sonu-is-degisikligi-teklifi|Yıl sonu teklifinde hangi gelir karşılaştırılır?|offer|110000,140000,10|Kasım teklifi bu yıl iki yeni ücret ödemesi getirir. Gelecek yıl için bu hesapla kesin net çıkarılamaz.|Kaybedilen bonus maaş farkından büyük olabilir. Bu hesap bonus içermediği için bonusu ayrı senaryo olarak tutun.|Bu yılki fark, bonus hakkı ve gelecek yıl koşullarını ayırın.
teklif-baslangici-ertelenirse|Teklifin başlangıcı ertelenirse ne değişir?|offer|85000,115000,7|Gecikme yeni ücretle alınacak ayı azaltır. Net etki yalnız bir aylık brüt fark değildir.|Ağustos örneği daha erken başlangıçla karşılaştırılabilir. İşsiz ara dönem varsa eski maaşın sürdüğü varsayımı uygun olmaz.|Ara dönem gelirini ve kesin başlangıç tarihini doğrulayın.
teklif-yillik-net-fark-ortalama|Teklifte yıllık fark ve aylık fark nasıl ayrılır?|offer|140000,180000,6|Yıllık farkı on ikiye bölmek takvim ortalamasıdır; aktif aylara bölmek farklı ortalamadır.|Temmuz örneğinde altı ay değişmez. Takvim ortalamasını yeni işte her ay alınacak artış gibi sunmayın.|Ortalamanın paydasını sonuç etiketinde belirtin.
ucret-dususu-is-teklifi|Daha düşük ücretli teklif nasıl okunur?|offer|120000,110000,6|Düşük teklifin etkisini eksi net fark olarak gösterin. Olumsuz farkı yuvarlayıp görünmez kılmayın.|Daha az çalışma kişisel değer taşıyabilir ama maaş kaybını matematiksel olarak sıfırlamaz. Önce gelir farkını ölçün.|Gelir ve parasal olmayan koşulları ayrı değerlendirin.
yemek-hakki-teklif-karsilastirma|Yemek hakkı teklif değerine nasıl eklenir?|benefit|100000,110000,6,1000|Yemek hakkının kullanım değerini nakit maaştan ayrı gösterin. Kullanılamayan kısmı maaş saymayın.|Aylık bin lira fark örnektir, vergi istisnası değildir. Fiilî gün veya kullanım koşulu varsa tutar düzeltilmelidir.|Net maaş ve kullanılabilir yemek farkını iki satıra ayırın.
ulasim-destegi-teklif|Ulaşım desteği ve yol gideri nasıl karşılaştırılır?|benefit|90000,105000,6,1500|Desteğin değeri azalttığı gerçek giderle ilişkilidir. Nominal destek ve cebinizden çıkan tutarı ayırın.|Yeni iş uzaktaysa destek ek maliyeti karşılamayabilir. Örnek yol süresi veya fiyat araştırması içermez.|İki işte fiilî gideri hesaplayıp destekten ayrı gösterin.
saglik-sigortasi-teklif-degeri|Sağlık sigortası teklif değerinde nasıl gösterilir?|benefit|120000,125000,0,2000|Sigortayı doğrudan nakit maaş saymayın. Kapsam ve ihtiyaç üzerinden ayrı kullanım değeri olarak gösterin.|Örnekteki değer poliçe fiyatı veya sağlık önerisi değildir. Muafiyet ve bekleme süresi değeri değiştirebilir.|Kapsam farkını belgeden okuyup maaşın yanında ayrı değerlendirin.
evden-calisma-gider-farki|Evden çalışmada gider farkı nasıl ölçülür?|benefit|100000,100000,6,2500|Aynı maaşlı işler farklı gider yaratabilir. Gider azalmasını bordro net artışı diye adlandırmayın.|Ücret aynı, kullanım farkı varsayımsaldır. Elektrik ve ekipman artıyorsa yalnız yol tasarrufuna bakmayın.|Azalan ve artan giderleri ayrı toplayın.
bes-katkisi-nakit-maas|BES katkısı neden nakit maaştan ayrı tutulur?|benefit|110000,120000,6,1500|BES hak edişi ve kullanımı nakit maaştan farklıdır. Anında kullanılamayan hakla nakit açığı kapanmış sayılmaz.|Örnek getiri, devlet katkısı veya hak kazanma hesabı değildir. Planın ayrılma koşulları ayrıca okunmalıdır.|Nakit farkı önce, BES katkısını koşullarıyla sonra gösterin.
telefon-internet-yan-hak|Telefon ve internet desteğinin değeri nedir?|benefit|80000,85000,0,750|Destek gerçek gideri azaltıyorsa kullanım değeri yaratır. Fatura limiti nominal tutarın tamamını kullanmayı engelleyebilir.|Bu bir vergi uygulaması tarifi değildir. Nakit destek ve hizmet farklı bordro sonuçları doğurabilir.|Kullanacağınız kısmı girin, kullanılmayan bütçeyi gelir saymayın.
esnek-paket-kullanilmayan-hak|Kullanılmayan yan hak pakete eklenir mi?|benefit|95000,100000,6,0|Kullanmayacağınız hakkın katalog fiyatını kişisel gelir saymayın. Örnekte kullanım farkı sıfırdır.|Şirket maliyeti ile çalışanın değeri farklıdır. Sıfır varsayımı hakkın herkes için değersiz olduğunu söylemez.|Gerçekten kullanacağınız bölümü her hak için ayrı belirleyin.
yan-hak-baslangic-ayi|Yan hak başlangıç ayı değeri nasıl değiştirir?|benefit|105000,115000,8,2000|Yıl ortası hakkını on iki ayla çarpmayın. Geçerli olduğu ay sayısını dikkate alın.|Eylül örneği dört aylık farktır. Bekleme süresi varsa hak maaştan daha geç başlayabilir.|Maaş ve yan hak başlangıçlarını ayrı doğrulayın.
servis-yerine-nakit-teklif|Servis yerine nakit teklif nasıl okunur?|benefit|90000,95000,6,-1000|Servisi kaybedip maaş artışı almak kişisel toplamda aynı artışı yaratmayabilir. Kaybolan kullanım değerini eksi yazın.|Eksi bin lira varsayımsal değer kaybıdır; piyasa fiyatı değildir. Gerçek alternatif kişiye göre değişir.|Kaybedilen hizmetin yerine yapacağınız gideri belirleyin.
yan-hak-nakde-cevrilmiyorsa|Nakde çevrilemeyen hak bütçeyi nasıl etkiler?|benefit|130000,135000,6,3000|Nakde çevrilemeyen hakkı kira ödeyecek para saymayın. Nakit gelir ve toplam kişisel değer farklı sonuçlardır.|Paket toplamının artması banka bakiyesinin aynı miktarda artması değildir. Yüksek yan haklı tekliflerde bu ayrım önemlidir.|Nakit zorunlu ödemeleri yalnız nakit gelirle sınayın.
vergi-dilimi-ay-ici-gecis|Aynı ayda iki vergi oranı ne demektir?|tax|100000|Eşik aşılınca matrah bölümleri farklı oranlarla vergilenebilir. Son oran bütün maaşa uygulanmış demek değildir.|Ok işareti birden fazla oranı gösterir. Brütün tamamını en yüksek oranla çarpmak primleri ve istisnaları atlar.|Oran listesini matrahla birlikte okuyun.
kumulatif-matrah-brut-farki|Kümülatif matrah ve toplam brüt neden farklıdır?|tax|85000|Kümülatif gelir vergisi matrahı brütlerin basit toplamı değildir. Kesinti ve indirimler hesaba girer.|Standart çalışan primleri sonrası matrah izlenir. Başka indirim veya önceki matrah aynı brütte farklı sonuç yaratabilir.|Brüt toplamını değil matrah sütununu eşikle karşılaştırın.
net-maas-yaz-ayinda-artarsa|Net maaş yaz aylarında neden yeniden artabilir?|tax|100000|Sabit brütte netin her ay düşmesi gerekmez. Asgari ücret istisnası değişimi aynı vergi oranında neti artırabilir.|Net artınca brüt zam olduğunu varsaymayın. Brüt sabitse değişen kesinti ve istisna kalemlerine bakın.|İki ayın brüt, oran ve istisnasını karşılaştırın.
ilk-ay-yuksek-maas-vergi|İlk ayda üst vergi dilimi görülebilir mi?|tax|300000|Yüksek matrah bir eşiği ilk ayda aşabilir. Geçişin mutlaka yıl ortasında olacağı varsayımı yanlıştır.|Standart çalışan ve yüksek sabit ücret örneğidir. Ocakta birden fazla oran bordronun hatalı olduğu anlamına gelmez.|Ay içi ve aylar arası geçişi ayırın.
sgk-tavani-gelir-vergisi|SGK tavanı gelir vergisini de durdurur mu?|tax|320000|Prim tavanı ile vergi tarifesi farklı kurallardır. Prim matrahı sınırlansa da gelir vergisi devam edebilir.|Yalnız sabit ücret örneğidir; tavan üstü tek primin devri değildir. İki konuyu aynı sonuçtan genellemeyin.|Prim matrahını gelir vergisi matrahından ayrı okuyun.
aylik-net-dusus-zam-yok|Zam yokken net maaş neden değişir?|tax|95000|Brüt sabitken matrah ve istisna nedeniyle net değişebilir. Net farkın tek nedeni brüt değildir.|Avans, eksik gün ve özel kesinti örnekte yoktur. Gerçek bordro farkında önce bu kalemleri kontrol edin.|Brüt aynıysa primleri ve vergileri ay ay karşılaştırın.
aralik-net-en-dusuk-mu|Aralık her zaman en düşük net ayı mıdır?|tax|110000|En düşük ayı varsaymak yerine on iki sonuçtan bulun. İstisna nedeniyle daha erken ay düşük kalabilir.|Aralığı otomatik en kötü bütçe ayı saymak yanıltıcı olabilir. Minimumu doğrudan hesap dizisinden almak gerekir.|Minimum tutarı ve ona karşılık gelen ayları kaydedin.
vergi-orani-net-kesinti-orani|Vergi dilimi toplam kesinti oranı mıdır?|tax|150000|Gelir vergisi oranı toplam brüt-net kesinti yüzdesi değildir. Primler, damga vergisi ve istisna ayrıca etkiler.|Aynı vergi oranında istisna farkı farklı net yaratabilir. Etkin kesinti ve marjinal oran ayrı etiketlenmelidir.|Brüt eksi neti vergi dilimiyle aynı ölçü saymayın.
vergi-dilimi-karsilastirma-ay|Vergi geçiş ayı çalışanlar arasında neden değişir?|tax|180000|Geçiş maaş, ek ödeme ve devreden matrahla değişir. Aynı şirkette olmak aynı takvim demek değildir.|Örnek tek ücret düzeyidir. Başkasının prim ve matrahını bilmeden kendi geçiş ayınızı çıkaramazsınız.|Ücret, prim takvimi ve başlangıç matrahını birlikte kontrol edin.
bordro-yillik-net-toplama|Yıllık net aylık tablodan nasıl doğrulanır?|tax|125000|Yıllık net için aylık netleri toplayın. Yuvarlanmış ortalamayı on ikiyle çarpmak kuruş farkı yaratabilir.|Ortalama sunum için yuvarlanır; yıllık toplamın dayanağı aylık kayıttır. Kuruş farkını mevzuat farkı sanmayın.|Aynı hassasiyette aylık satırlardan toplamı doğrulayın.
